,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Agricultural_Workers,Workers,Housholds_with_Electric_Lighting,Households_with_Internet,Hindus,Muslims,Christians,Sikhs,Jains,Buddhists,Male_Workers,Female_Workers,Literate_rate,sex_rate
0,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,484912,1323667,566108,5512,2399901,275970,15422,1377,617,25510,748939,574728,54.112282803506005,99.85090861901284
1,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,879537,2036166,897970,8606,3599372,443456,20463,932,1417,341,1208544,827622,56.62524368143473,102.37234665557237
2,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,748093,1933357,944555,13763,3737588,397870,24129,867,1322,253,1202223,731134,63.915598802509976,100.30443503882218
3,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,1122046,2093681,1297273,22411,4983330,77777,77825,738,4149,413,1545831,547850,63.80264152466215,99.42273644591366
4,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,1227956,2381624,1186028,19383,4217597,559770,89763,764,3282,323,1442370,939254,60.56780404651324,99.72332684452856
5,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,23029,1413297,869721,149034,2046051,1713405,87522,11446,19560,1268,1045585,367712,73.34309160066269,104.87476802157998
6,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,756859,1876768,926768,8831,3491139,244723,24979,2086,312,332,1049463,827305,58.43940143035361,99.22610182493092
7,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,804537,1410062,668519,8628,2595321,158887,33463,655,459,217,802906,607156,58.27738196949277,98.9054183002911
8,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,1006976,2048880,1163932,30438,4023678,307043,145598,1393,6320,863,1327299,721581,66.62503503122815,100.7711921167028
9,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,1037302,2029425,816721,10081,3328380,670737,33165,737,2235,255,1164122,865303,52.47762222080231,101.24071856525254
10,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,931084,2082501,757821,6153,3673456,334172,21345,658,388,290,1140067,942434,47.881386459703705,102.38405066906617
11,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,571129,1442203,604719,8635,2637313,342449,34301,1309,457,554,837874,604329,53.972356070376435,100.84568332033335
12,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,863131,1741693,789225,7715,3249231,188646,35025,937,250,241,976428,765265,57.35536109887357,101.77757908014694
13,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,448281,1261076,545913,5261,2123426,391596,19653,2357,542,1847,684320,576756,54.47383428675576,96.15182356495839
14,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,889218,1700567,763746,6151,3150195,220654,18775,266,204,97,991842,708725,56.054868242280676,101.90647798398274
15,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,700833,1290288,615432,3988,2666950,9025,18879,193,160,77,766483,523805,55.32067829917643,98.55748889359002
16,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,557254,1157962,527736,4453,2299129,16423,17853,380,815,114,679289,478673,52.82157106455435,98.18089141392582
17,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,758092,1705655,828077,12952,3273755,197333,31377,1453,569,253,960926,744729,58.78941836418628,100.34141430848773
18,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,1061787,1773112,1017568,12050,3733191,86142,109120,288,1578,209,1199338,573774,67.37139716218022,99.63844693435455
19,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,4208,62966,14593,170,47683,2134,35969,94,95,50381,39329,23637,49.3665079000985,107.9547686523191
20,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,1063,31710,5318,57,12333,652,37136,36,23,452,16424,15286,48.861354682933026,97.14393085306276
21,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,3565,40222,14231,450,27854,2289,18254,69,30,776,23591,16631,63.07174390710988,102.07340421198418
22,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,2947,38044,3911,95,4859,471,51189,43,81,121,18429,19615,39.756288283591815,96.92031310150135
23,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,7789,60945,17157,312,99020,3846,10684,210,104,24452,38910,22035,56.998751080795465,109.66261420041722
24,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,3354,22326,5932,207,28915,2247,9213,33,19,2932,14102,8224,58.89238165680474,107.78422407499903
25,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,1968,30202,12493,381,9551,1482,34402,27,13,193,17339,12863,65.1053835962905,101.59273557190376
26,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,1859,65772,30539,2477,57027,6148,84397,310,139,4768,41263,24509,68.55408244748631,102.0494101223238
27,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,1581,28561,8635,96,11842,787,776,1164,72,34920,19554,9007,52.169998199171616,139.9740708729473
28,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,1811,50169,16026,98,20682,1103,83361,61,43,778,27545,22624,42.843491850859564,105.94618454690921
29,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,804,17644,6198,97,5261,411,5643,27,7,2577,9968,7676,51.514722536806346,112.50225618193852
30,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,1846,33370,5373,139,13474,521,8779,28,11,297,17898,15472,54.25893969897421,100.16310865915088
31,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,1705,42493,14188,202,31265,1970,8466,328,71,36087,28313,14180,57.76501840446948,122.12902201524132
32,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,1384,49177,14204,303,15881,2218,29969,577,49,3311,29156,20021,57.66784829969539,107.50748530662034
33,Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,98946,561824,84804,2078,492966,1198036,1020,112,399,49,445297,116527,52.9668367557814,104.88569085115496
34,Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,47406,255806,49866,2523,359145,371033,5924,384,871,236,197542,58264,58.75414859692151,103.53512256671056
35,Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,68664,608062,140205,5316,1038985,654816,37635,280,1673,341,469752,138310,67.61007176596797,104.2278730803109
36,Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,81617,324843,45444,1166,327322,597392,1688,431,724,57,246864,77979,52.4543887991384,104.86422918316869
37,Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,19181,316800,28195,1192,655052,13475,8711,297,167,911,186577,130223,61.65393589872517,104.8867667610277
38,Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,61209,560557,136685,8817,1198401,64526,52968,2261,1055,4673,368013,192544,66.68986342062902,104.08262181470715
39,Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,75828,362573,78641,1364,347878,579929,77862,771,477,194,267118,95455,55.90026810608788,103.71819249087173
40,Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,66616,479928,82345,3073,917426,90312,50582,1131,530,3863,309104,170824,67.6513373475004,103.71071187851686
41,Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,31248,214240,44143,1211,251194,397653,8480,84,247,490,170792,43448,61.78802844245984,105.12871570536953
42,Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,53153,498618,122063,5651,1008219,54684,21051,1540,719,2378,320746,177872,72.7786343128351,103.98803998871979
43,Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,99522,628954,122191,3109,877495,601784,33297,319,1330,185,428492,200462,65.58757517090137,105.32823871808368
44,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,60952,383441,53918,1923,766000,20290,157789,370,397,6260,246193,137248,58.26690633715113,105.15310653743677
45,Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,67033,399171,70951,1933,521962,692489,11990,114,524,446,319798,79373,64.72744053403392,103.82235552119863
46,Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,56330,341131,41373,1218,529068,252271,101091,93,396,1718,236322,104809,55.15520626912039,104.29903485884435
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,43922,429995,60296,1948,797130,193476,46217,412,250,1074,282250,147745,65.58504304136596,103.35848636877199
48,Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,196174,979998,195631,5121,1225246,1563203,26844,3036,1162,1073,766728,213270,60.582739091880065,103.93281797067286
49,Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,34984,267623,68313,1631,491582,277488,429,62,1004,27,210202,57421,68.91447943921963,105.42364488743002
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,114865,770606,133368,4358,1422824,350536,138166,1363,1003,5088,537195,233411,57.614793333021495,104.64770486467859
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,47756,557196,161718,5135,1181347,48373,76877,1999,837,16228,366623,190573,60.11782256430879,105.02286559476792
52,Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,691947,1069893,43290,2561,1593525,1207442,4116,371,1910,187,708391,361502,42.530274021373835,108.53685853218576
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,426096,837770,44456,2362,2291133,237353,2218,295,775,334,599157,238613,57.71495543632014,107.96593059213731
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,396630,1575079,589477,23258,2545438,786677,15991,5142,30981,309093,1015864,559215,67.64783121091557,108.31015981985723
55,Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,462614,771080,62359,1704,1772655,250925,6138,139,94,113,517817,253263,47.44144649770023,110.28468732140513
56,Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,430870,938182,120373,4644,2554330,407348,2209,402,276,229,715345,222837,52.13437552284247,111.74575748049907
57,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,475228,983528,174534,6764,2487866,537098,3556,415,1050,180,740056,243472,51.78364627163514,113.61082847023036
58,Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,364875,822493,62153,3661,2518216,197819,2165,544,1472,647,640283,182210,58.61116028510409,110.19647511184283
59,Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,251790,538322,46760,1784,1591454,105423,2125,248,97,5090,402180,136142,58.00719898356259,108.50490300901177
60,Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,642115,1223640,127442,6280,3042729,881476,3534,832,236,245,947927,275713,46.138084032930486,109.72139662816735
61,Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,783505,1664062,112617,6856,3876395,488121,3943,913,1723,870,1076170,587892,52.32052608064184,106.6693586188591
62,Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,338666,728201,69375,3707,2119262,436057,2463,271,133,167,539586,188615,53.98093373489273,97.93872735729087
63,Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,331466,727571,32633,1839,1525746,217621,8443,162,87,159,452288,275283,48.77218594584769,108.49455374072798
64,Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,179519,365378,27641,1106,1045117,75742,691,148,60,248,266423,98955,54.99634323961422,108.4951577730388
65,Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,672291,1013566,60900,2941,1684589,1365645,8659,2754,507,212,760522,253044,41.68602771253544,108.82844337579449
66,Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,325731,560805,40641,1580,1486989,175588,1253,143,86,79,398216,162589,46.07561644887533,112.85736176733494
67,Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,321867,529064,58718,1093,531236,1149095,5783,398,1476,183,421192,107872,44.07572172266919,105.28763829347972
68,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,159970,326576,44491,1186,956396,40886,487,140,78,52,240494,86082,50.68077912943396,110.91057743163768
69,Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,484062,777546,23236,1397,1753829,241760,1342,170,133,60,496046,281500,41.692119242946966,109.78366238630564
70,Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,940642,1636938,113281,5319,3652168,818912,3262,564,442,328,1105947,530991,48.03111125670464,107.93520680090414
71,Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,196449,426658,90461,2653,1252319,110416,1815,338,145,95,327453,99205,58.62242417374329,114.14022332024474
72,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,769001,1547586,180651,10290,4032773,745546,5149,933,382,288,1195308,352278,52.264103233826184,111.16889114672333
73,Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,534021,1045420,101378,4156,2669775,198033,1978,393,561,414,703405,342015,52.818494794195125,108.43601264094487
74,Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,397505,817041,31162,1841,1964620,244394,1299,250,279,176,539439,277602,49.163597167559054,106.53247437360281
75,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,998833,1478947,57546,3495,3047427,865090,8469,926,296,1337,999282,479665,44.713144103671574,109.98851612545172
76,Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,658203,1881886,546859,40692,5356075,439952,12551,4803,2151,1062,1436411,445475,59.25665393215511,111.54218930539759
77,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,1057417,1737539,74979,7719,4086453,990349,4865,668,464,878,1260774,476765,44.65172273207813,110.87797260894845
78,Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,745015,1143318,86058,4170,1989420,1255641,7989,614,1450,353,803275,340043,40.81107167482637,108.56866862716413
79,Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,405544,924879,114893,4594,2645415,300487,2889,2569,252,1584,707939,216940,60.806819648382145,108.97885583730829
80,Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,356833,649898,41342,1668,1629254,266620,1292,197,109,60,456724,193174,42.35347597493714,110.36949065122133
81,Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,721629,1343400,88021,5379,3800598,452370,2126,554,231,292,1037576,305824,50.28386278659066,109.76784869580712
82,Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,493461,1040231,94787,4509,3534772,406449,2330,371,322,229,857660,182571,54.59335371528662,104.86148298558713
83,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,109696,224655,20065,631,596102,37653,313,75,43,41,151569,73086,51.65084184290837,107.54862214162473
84,Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,136334,216372,10004,478,552492,99342,522,216,52,73,166693,49679,43.23043492836528,111.98424927238486
85,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,635907,1114583,66263,3460,2672311,740101,2897,261,188,253,865929,248654,41.96766303284229,111.28973130032178
86,Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,376344,932416,52935,3834,2712635,608282,2618,369,359,407,730396,202020,57.95513778260326,101.19102994247827
87,Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,554271,877682,51028,1845,1809936,409251,3758,271,546,136,551718,325964,46.35476762568885,107.58898595911874
88,Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,502637,1060344,70001,4810,3152346,333980,2203,707,246,362,858648,201696,55.12813799974307,111.75708245934834
89,Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,1687,404136,231204,44283,852574,51447,8720,138329,1960,1160,328159,75977,76.31228385996495,122.29968385823537
90,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,287828,726531,157646,1782,1277975,12413,27951,2099,3466,985,404364,322167,46.05600485140451,97.72985482264185
91,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,4138,205871,79146,1574,371973,6984,236,2387,10,113,111543,94328,75.3018672307805,101.8880290921392
92,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,572292,1203197,519704,8566,2540763,57973,20745,6373,2357,2979,715467,487730,59.939278330428145,103.01199263750375
93,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,182602,402895,148926,1016,777188,10425,2644,1196,3612,667,226382,176513,68.37284206551544,99.0079226841576
94,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,560415,1496805,614109,16141,3129745,83499,24304,24276,17209,19587,921729,575076,68.88355774383709,101.22339359634991
95,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,197558,487360,76783,567,629509,15336,189588,474,694,467,263645,223715,58.16989933882765,99.49053925541433
96,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,221806,521186,202380,4544,1133176,30195,21059,3666,753,897,333329,187857,62.05322217065571,103.23213608994062
97,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,94648,307071,80023,1667,604259,25878,9398,1391,1155,84,185483,121588,60.375282471085136,103.2565241532482
98,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,278073,499260,212487,961,1008061,12570,5284,2941,1495,521,291858,207402,61.772987565286606,98.30640933817473
99,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,323788,690167,297308,3342,1422986,17332,47653,2117,409,781,429211,260956,63.6980717330306,100.88368253046231
100,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,191182,1072969,547206,38570,2239370,227465,17452,7477,12260,121791,753843,319126,73.64642016551515,104.22450585530932
101,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,708993,1757664,728556,20261,3881485,103038,23181,16707,17137,8397,1099964,657700,64.71042887177549,101.61235430518445
102,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,523356,1155807,253131,2737,2126195,81442,97432,2303,623,1287,649888,505919,50.33891467638691,102.26028213244061
103,Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,481,105521,49249,1316,171537,16087,2618,169,244,216,94502,11019,78.64499693994445,187.4176865020898
104,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,333996,1123709,498326,6628,2397056,334858,2586,1110,3841,1291,801859,321850,67.18056550988997,104.90242215359977
105,Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,14120,327658,173951,23440,622213,57941,134169,618,546,553,239125,88533,81.05788696443066,103.82377638408198
106,Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,12640,249590,138810,17624,341664,63623,231961,855,563,542,180411,69179,78.43840402662141,101.37986757798501
107,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,268954,2594952,1456046,126341,6042416,883238,50754,14542,209287,4518,2127547,467405,75.34780243200066,110.56213140371737
108,Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,209935,657139,273331,2538,1410463,99105,919,415,2053,243,453642,203497,65.74201388200952,103.75541115346884
109,Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,346329,844794,378310,9902,1798794,250919,29789,1524,8591,267,627561,217233,74.12527565470232,108.12543944880315
110,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,350541,1248600,396873,3424,2890305,213505,1686,486,12659,281,836268,412332,54.63610709288814,106.63864694823681
111,Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,253577,627124,309091,10257,1188204,343511,9494,1733,4813,442,468919,158205,72.09943914291186,108.10331780516078
112,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,334025,1150632,500757,7297,2632574,212863,3457,1410,26974,445,838781,311851,65.52138357465113,107.1960574435822
113,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,129356,534976,262539,12107,1319586,57273,3237,1985,6405,497,408075,126901,74.04287973512541,108.38088364982804
114,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,147193,847440,386538,11573,1810443,320805,4392,1873,18856,1086,646822,200618,64.65079007221361,106.5267461304661
115,Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,333996,1123709,498326,6628,2397056,334858,2586,1110,3841,1291,801859,321850,67.18056550988997,104.90242215359977
116,Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,183971,776228,403294,9631,1608921,442355,6192,6353,25312,490,624704,151524,59.851670664523645,110.15463513700819
117,Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,359842,933983,372226,5710,2000884,264482,26629,1403,3479,300,674586,259397,72.18808766525284,106.4235952171954
118,Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,242969,812064,385609,7759,1885732,136431,1954,1082,7087,146,588699,223365,73.83772697074883,107.9685737176867
119,Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,188030,294795,101940,576,559848,22600,4413,147,373,80,174282,120513,62.73723227460075,104.10599873448795
120,Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,206608,591834,267679,6726,1225087,78669,5733,2459,13386,601,407881,183953,75.35008633708162,104.09174421763696
121,Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,376038,1097507,398937,3456,2220974,158513,2863,662,5236,337,673565,423942,60.26516076788457,105.4257764335397
122,Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,227080,554830,223424,2231,1194745,142797,916,337,3602,66,383074,171756,62.3570587631183,106.93938586589088
123,Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,48964,231169,117040,1653,549749,33565,500,248,515,91,174118,57051,67.24377358232742,105.24786145000702
124,Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,214285,1479050,747352,21785,3397406,361388,5478,1918,33591,1170,1159480,319570,71.62608639426709,107.88650755445155
125,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,333867,1084878,438606,5262,2260560,148563,6375,614,11110,168,681435,403443,65.00622377849854,105.05531266728471
126,Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,325739,2553542,1252452,55694,5260193,660772,21052,5703,112835,12902,2142819,410723,75.17131965714033,126.99139785106779
127,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,270861,723500,302068,2975,1620282,109681,1419,512,22992,312,504038,219462,62.269881362070024,107.51059548579727
128,Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,40486,118257,29794,137,203545,3593,20029,69,39,32,61329,56928,61.749258621671466,99.43303922425089
129,Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,570361,1693473,798277,53606,3713941,384579,23813,9340,27650,2069,1233312,460161,69.45126614823319,107.05038545844951
130,Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,183025,743245,329218,11020,1571147,94034,19661,1589,13809,913,516188,227057,68.63294244282918,108.40191775733821
131,Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,57293,372139,199681,12899,955096,22143,3705,138202,4845,381,320120,52019,72.49745203172775,113.03811784075053
